,ev_city,ev_country,ev_state,latitude,longitude
4259,,,,64.5011111,-165.4063889
4260,,,,62.765833,-151.303333
4261,,,,42.9607266,-85.495471
4263,,,,52.406822,-1.519693
4264,,,,61.17684620000001,-145.6878551
4265,,,,20.1213889,-155.5708333
4266,,,,-34.6036844,-58.3815591
4267,,,,3.171322,113.0419069
4268,,,,44.6488625,-63.5753196
4270,,,,36.7473114,-95.98081789999999
4271,,,,36.1699412,-115.1398296
4272,,,,61.2180556,-149.9002778
4273,,,,21.3069444,-157.8583333
4274,,,,32.8998091,-97.0403352
4276,,,,40.735657,-74.1723667
4277,,,,64.8377778,-147.7163889
4278,,,,44.5520105,-69.6317121
4279,,,,60.2188889,-162.0244444
4281,,,,14.6349149,-90.5068824
4282,,,,51.071425,-93.80725
4285,,,,42.3122305,-90.8318003
4286,,,,64.5011111,-165.4063889
4287,,,,46.4982953,11.3547582
4288,,,,52.6175963,10.0628515
4289,,,,27.950575,-82.4571776
4290,,,,51.8771785,0.1783494
4291,,,,38.3410234,-119.8337902
4292,,,,36.0594772,-102.5132497
4293,,,,40.5070087,-111.4133234
4294,,,,45.8755685,-84.7322959
4295,,,,25.7616798,-80.1917902
4298,,,,44.3863,6.650462999999999
4299,,,,34.0522342,-118.2436849
4301,,,,-16.9911644,145.4223803
4302,,,,52.0629009,-1.339775
4303,,,,42.7794417,-96.9292104
4304,,,,-1.9705786,30.1044288
4305,,,,58.3019444,-134.4197222
4306,,,,20.4229839,-86.9223432
