,ev_city,ev_country,ev_state,latitude,longitude
60160,JEFFERSONVILLE ,USA,GA,,
60164,ANDROS ISLAND  ,BF,,,
60185,HAYDEN         ,USA,CO,,
60232,KARLUK         ,USA,AK,,
60256,COOLIN         ,USA,ID,,
60258,FORT BRIDGER   ,USA,WY,,
60268,Llano Grande,MX,,,
60304,HUSLIA         ,USA,AK,,
60379,STUART         ,USA,FL,,
60384,PATNA,IN,,,
60385,CANTON         ,USA,OH,,
60395,KEY WEST       ,USA,FL,,
60405,DURANGO        ,USA,CO,,
60438,CAPE DOUGLAS   ,USA,AK,,
60447,DEERING        ,USA,AK,,
60505,CHEVAK         ,USA,AK,,
60513,Stockholm,SW,,,
60520,TYLER          ,USA,TX,,
60521,Pusan,KS,,,
60538,PORT ALSWORTH  ,USA,AK,,
60569,Denver,USA,CO,,
60605,NEWARK         ,USA,NJ,,
60622,Evora Aerodrome,PO,,,
60638,SAINT MARY'S   ,USA,AK,,
60646,EKUK           ,USA,AK,,
60681,ST. PAUL       ,USA,MN,,
60694,Taldykorgan,KZ,FN,,
60710,DENVER         ,USA,CO,,
60714,PRESCOTT       ,USA,AZ,,
60720,CHANTILLY      ,USA,VA,,
60743,KASITSNA BAY   ,USA,AK,,
60761,NEWTOWN        ,USA,OH,,
60766,AMBLER         ,USA,AK,,
60798,Dundo,AO,,,
60808,MASON CITY     ,USA,IA,,
60830,ENGLISH BAY    ,USA,AK,,
60861,E. ISLAND BLK15,,GM,,
60868,BOGOTA,CO,,,
60891,Beijing,CH,,,
60905,Melo,UY,,,
60956,CHARLESTON     ,USA,SC,,
60973,DENVER         ,USA,CO,,
60989,AUSTIN         ,USA,TX,,
60999,WALLFORF,GE,,,
61015,Clinge,NL,,,
61035,NORFOLK        ,USA,VA,,
61044,Panama City,PM,,,
61057,NORTH ITALY    ,IT,,,
61071,UNALASKA       ,USA,AK,,
61083,GOLDEN         ,USA,CO,,
61085,HALLE-OPPIN    ,GE,,,
61097,TALKEETNA      ,USA,AK,,
61115,CHICAGO        ,USA,IL,,
61123,CHICAGO        ,USA,IL,,
61145,BETHEL         ,USA,AK,,
61147,LAS VEGAS      ,USA,NM,,
61157,MILES CITY     ,USA,MT,,
61176,Tegucigalpa,HO,,,
61186,GEORGE INLET   ,USA,AK,,
61216,TYONEK         ,USA,AK,,
61227,Gulf of Mexico,MX,,,
61231,Minsk,BO,,,
61236,CARSON         ,USA,NM,,
61251,CONGO TOWN     ,CF,,,
61275,CHALKHILL      ,USA,PA,,
61280,CLOVIS         ,USA,NM,,
61307,Tokyo,JA,,,
61313,S MARSH IS 7   ,,GM,,
61314,Achmad Yani,ID,,,
61326,SAN JUAN       ,,PR,,
61348,Lillo,SP,UN,,
61378,Dajabon,DR,,,
61443,AUGUSTA        ,USA,GA,,
61460,KENAI          ,USA,AK,,
61463,WEST COLUMBIA  ,USA,SC,,
61486,MIAMI          ,USA,FL,,
61561,,NL,,,
61564,ANCHORAGE      ,USA,AK,,
61584,SALMON         ,USA,ID,,
61606,Makassar,ID,,,
61616,SAN SALVADOR,ES,,,
61652,JAMESTOWN      ,USA,ND,,
61664,MCGRATH        ,USA,AK,,
61683,CHIMORE,BL,,,
61733,BETHEL         ,USA,AK,,
61734,Dulles,USA,VA,,
61737,CHARLESTON     ,USA,SC,,
61739,Buenos Aires,AR,,,
61751,Karachi,PK,,,
61760,Phitippeburg,GE,,,
61766,PIERRE         ,USA,SD,,
61789,LITTLE WHALE   ,BF,,,
61832,GULF OF MEXICO ,,GM,,
61861,QUITO          ,EC,,,
61865,COLUMBIA       ,USA,SC,,
61883,HIGH ISLAND 116,,GM,,
61894,38 SE BARROW   ,USA,AK,,
61905,SAN ANTONIO    ,USA,TX,,
61918,COPIAPO,CI,,,
61920,Sarawak,MY,,,
61939,LAS VEGAS      ,USA,NV,,
61940,ANDOAS         ,PE,,,
61945,SAN ANGELO     ,USA,TX,,
61957,KIANA          ,USA,AK,,
61967,LITTLE ROCK,USA,AR,,
61980,MEADVIEW       ,USA,AZ,,
61994,GARDEN VALLEY,USA,ID,,
62023,MORES ISLAND   ,BF,,,
62050,NEW YORK       ,USA,NY,,
62064,London,UK,,,
62072,Vertaizon,FR,,,
62091,SANTA BARBARA  ,USA,CA,,
62114,SPOKANE        ,USA,WA,,
62124,Culiacan,MX,,,
62129,KAHALUI        ,USA,HI,,
62132,CANTWELL       ,USA,AK,,
62171,LEWISTON       ,USA,ID,,
62173,HITE           ,USA,UT,,
62177,Napier,NZ,,,
62179,Miyazaki Airpor,JA,,,
62183,EUGENE ISL.BLK ,,GM,,
62184,Alava,SP,,,
62201,JASPER         ,USA,AL,,
62221,Taipei,TW,,,
62223,WRANGELL       ,USA,AK,,
62229,WENATCHEE      ,USA,WA,,
62270,WASHINGTON     ,USA,DC,,
62286,Boston,USA,MA,,
62299,Urmia,IR,,,
62314,WHEELING       ,USA,IL,,
62320,DILLINGHAM     ,USA,AK,,
62339,"Strahan, Tasmania",AS,,,
62370,FLORENCE       ,USA,SC,,
62381,JEREMIE        ,HA,,,
62382,MEMPHIS        ,USA,TN,,
62410,ANGOLA/DUNDO   ,AO,,,
62435,MADISON        ,USA,WI,,
62448,Kota Kinabalu,MY,,,
62476,SILER CITY     ,USA,NC,,
62552,KARLUK         ,USA,AK,,
62559,"Bella Bella, BC",CA,,,
62566,SAN JUAN       ,,PR,,
62587,SEATTLE        ,USA,WA,,
62615,LAWRENCE       ,USA,MA,,
62642,DENVER         ,USA,CO,,
62662,MANILA,RP,,,
62676,KANSAS CITY    ,USA,KS,,
62699,VERO BEACH     ,USA,FL,,
62740,SAN JUAN       ,,PR,,
62743,Pista El Limon,EC,,,
62748,SKWENTNA       ,USA,AK,,
62753,LEXINGTON      ,USA,KY,,
62760,Salzburg,AU,,,
62775,OSHKOSH        ,USA,WI,,
62798,KETCHIKAN      ,USA,AK,,
62829,HILO           ,USA,HI,,
62865,Sanikiluaq,CA,,,
62876,PITTSBURGH     ,USA,PA,,
62888,DENVER         ,USA,CO,,
62910,Taupo,NZ,,,
62937,SEWARD         ,USA,AK,,
62955,KOTZEBUE       ,USA,AK,,
62972,THORNTON       ,USA,TX,,
62978,SAN ANTONIO    ,USA,TX,,
62981,ATLANTA        ,USA,GA,,
62995,Weert,NL,,,
63061,CHARLOTTE AMALI,,VI,,
63078,LOS ANGELES    ,USA,CA,,
63094,FAAA Tahiti,FP,,,
63126,La Serena,CI,,,
63181,LAMBSBURG      ,USA,VA,,
63244,LEWISTON       ,USA,ID,,
63251,MANOKOTAK      ,USA,AK,,
63260,LIVERPOOL,UK,,,
63273,GILLETTE       ,USA,WY,,
63297,KAHILTNA GLAC  ,USA,AK,,
63302,ESTANCIA       ,USA,NM,,
63319,BOCA RATON     ,USA,FL,,
63330,KANSAS CITY    ,USA,KS,,
63338,Muscat,MU,,,
63356,PORT ALSWORTH  ,USA,AK,,
63390,CORNAKELLY     ,EI,,,
63413,MARBLE         ,USA,CO,,
63430,DIXON          ,USA,CA,,
63447,ANIAK          ,USA,AK,,
63448,MEEKER         ,USA,CO,,
63468,Banda Ache ,ID,,,
63474,Paraty,BR,,,
63478,Gibraltar,GI,,,
63512,JAMAICA        ,USA,NY,,
63516,Vancouver,CA,,,
63530,Gapyeong,KS,,,
63540,Round Rock,USA,TX,,
63611,BEREZA,BO,,,
63624,LAUPAHOEHOE    ,USA,HI,,
63634,ANCHORAGE      ,USA,AK,,
63648,KANSAS CITY    ,USA,MO,,
63650,Lima,PE,,,
63666,MOSQUITO FLATS ,USA,AK,,
63690,Cork,EI,,,
63732,Mariscal,EC,,,
63744,LAS VEGAS      ,USA,NV,,
63747,CHARLESTON     ,USA,SC,,
63753,MT VILLAGE     ,USA,AK,,
63767,JAMESTOWN      ,USA,NY,,
63770,Mysore,IN,,,
63810,Windhoek,WA,,,
63816,SANTA ANA      ,USA,CA,,
63863,RIVERSIDE      ,USA,CA,,
63872,CORDOVA        ,USA,AK,,
63907,CHICAGO        ,USA,IL,,
63913,TETERBORO      ,USA,NJ,,
63969,BARABOO        ,USA,WI,,
64005,SHEBOYGAN      ,USA,WI,,
64059,DALLAS         ,USA,TX,,
64101,DAYTON         ,USA,OH,,
64132,BLOCK ISLAND   ,USA,RI,,
64147,LOS ANGELES    ,USA,CA,,
64179,ALAKANUK       ,USA,AK,,
64185,Culiacan,MX,,,
64192,Miyazaki,JA,,,
64233,FORT MYERS     ,USA,FL,,
64260,Culiacan,MX,,,
64263,PORTIMAO       ,PO,,,
64266,MANILA,RP,,,
64296,HARBIN         ,CH,,,
64298,COVE NECK      ,USA,NY,,
64303,Boston,USA,MA,,
64316,PLAINFIELD     ,USA,PA,,
64331,TUCSON         ,USA,AZ,,
64335,West Sussex,UK,,,
64351,ANCHORAGE      ,USA,AK,,
64353,HANNING BAY    ,USA,AK,,
64378,SOUTH MARSH    ,,GM,,
64384,SHAW ISLAND    ,USA,WA,,
64422,BERMUDA        ,BD,AO,,
64426,CHICAGO        ,USA,IL,,
64434,Hrabove,UP,,,
64448,PORTO ALEGRE   ,BR,,,
64458,Dadlington,UK,,,
64473,ATLANTIC OCEAN ,,AO,,
64481,WASHINGTON     ,USA,IN,,
64538,,BR,AO,,
64550,Shanksville,USA,PA,,
64557,TEMPLE BAR     ,USA,AZ,,
64560,PLAYA DE CARMEN,MX,,,
64562,TALKEETNA      ,USA,AK,,
64611,MOUNTAIN VILLAG,USA,AK,,
64632,Bienservida,SP,,,
64696,MARTINIQUE,FR,,,
64700,40 NM WNW SALMO,USA,ID,,
64712,ROOSEVELT ROADS,,PR,,
64716,Madrid,SP,,,
64744,DURANGO        ,USA,CO,,
64748,CODY           ,USA,WY,,
64776,INDIANAPOLIS   ,USA,IN,,
64777,ELKO           ,USA,NV,,
64778,EAST SOUND     ,USA,WA,,
64817,NEVIS ISLAND   ,WN,,,
64853,TULLAHOMA      ,USA,TN,,
64869,RENO           ,USA,NV,,
64917,ATLANTA        ,USA,GA,,
64922,London,UK,,,
64939,Medellin,CO,,,
64941,CHICAGO        ,USA,IL,,
64980,DOG SALMON RIV ,USA,AK,,
64998,Canaima,VE,,,
65036,ROSARIO,AR,,,
65070,MANGROVE CAY   ,BF,,,
65091,KIVALINA       ,USA,AK,,
65111,COVINGTON      ,USA,KY,,
65114,St. Louis,USA,MO,,
65116,ALBUQUERQUE    ,USA,NM,,
65117,CRANBROOK      ,CA,,,
65126,MARBLE CANYON  ,USA,AZ,,
65127,CERRITOS       ,USA,CA,,
65128,NEAR TAMPA     ,USA,FL,,
65143,HONOLULU       ,USA,HI,,
65146,MEADVILLE      ,USA,PA,,
65188,AVENAL         ,USA,CA,,
65206,MIAMI          ,USA,FL,,
65208,CHICAGO        ,USA,IL,,
65213,BIG TIMBER     ,USA,MT,,
65221,Puebloviejo,EC,,,
65222,RENO           ,USA,NV,,
65283,Paris,FR,,,
65296,Toulouse,FR,,,
65300,NUNAVACHAK     ,USA,AK,,
65347,PORT LIONS     ,USA,AK,,
65365,GOLDSBY        ,USA,OK,,
65383,Asmara,ER,,,
65390,Adriatic Sea,HR,,,
65408,HEALY          ,USA,AK,,
65430,Tanauan City,RP,,,
65445,JUNEAU         ,USA,AK,,
65467,SALAMA         ,GT,,,
65488,Mauterndorf,AU,,,
65525,BETHEL         ,USA,AK,,
65532,RIO DE JANERO  ,BR,,,
65539,HUNTER CREEK   ,USA,AK,,
65562,SACRAMENTO     ,USA,CA,,
65567,FLORES         ,GT,,,
65569,Vlakfontein Far,SF,,,
65600,QUINHAGAK      ,USA,AK,,
65650,METLAKATLA     ,USA,AK,,
65672,PAGE           ,USA,AZ,,
65683,FAIRBANKS      ,USA,AK,,
65686,ATLANTIC OCEAN ,,AO,,
65731,ASPEN          ,USA,CO,,
65733,Tlajomulco,MX,,,
65739,NOME           ,USA,AK,,
65749,Madrid,SP,,,
65760,SANTA BARBARA  ,USA,CA,,
65769,CIMA           ,USA,CA,,
65784,AREQUIPA,PE,,,
65866,KOTZEBUE       ,USA,AK,,
65884,Sachsen,GE,,,
65886,ROSWELL        ,USA,GA,,
65927,RUTH LAKE      ,USA,AK,,
65971,TOK            ,USA,AK,,
65978,TOKSOOK BAY    ,USA,AK,,
65981,SAO PAULO      ,BR,,,
65983,Coelbe-Bernsdorf,GE,,,
65987,JACKSONVILLE   ,USA,FL,,
66022,SARASOTA       ,USA,FL,,
66035,ALBUQUERQUE    ,USA,NM,,
66081,RALEIGH        ,USA,NC,,
66092,NEIVA          ,CO,,,
66109,PANAMA  CITY   ,PM,,,
66136,NEW KOLIGANEK  ,USA,AK,,
66145,Serignan,FR,,,
66175,WALKER CAY     ,BF,,,
66254,NANWALEK       ,USA,AK,,
66259,"Mount Kenya,",KE,,,
66322,Antwerp,BE,,,
66341,HOUSTON        ,USA,TX,,
66350,PORT ALSWORTH  ,USA,AK,,
66357,PARIS,FR,,,
66366,CARY           ,USA,NC,,
66371,JUNEAU         ,USA,AK,,
66375,WEST COLUMBIA  ,USA,SC,,
66378,Taipai,TW,,,
66384,HOONAH         ,USA,AK,,
66429,JAKARTA        ,ID,,,
66440,HUTCHINSON     ,USA,KS,,
66467,Tallard,FR,,,
66474,SOUTH HAVEN    ,USA,MI,,
66479,SPENCER        ,USA,IA,,
66487,TEGUCIGALPA    ,HO,,,
66498,"St. John's, Newfoundland",CA,,,
66536,MINNEAPOLIS    ,USA,MN,,
66562,COAL CREEK     ,USA,AK,,
66573,EL PASO        ,USA,TX,,
66592,NOATAK         ,USA,AK,,
66597,BURLINGTON     ,USA,VT,,
66603,Gothenburg,SW,,,
66614,JANESVILLE     ,USA,WI,,
66634,,IC,,,
66635,MONUMENT VALLEY,USA,UT,,
66645,FREELAND       ,USA,MI,,
66657,POCATELLO      ,USA,ID,,
66673,NEWARK         ,USA,NJ,,
66680,YUMA           ,USA,AZ,,
66689,HILO           ,USA,HI,,
66716,SANTA ANA,BL,,,
66725,COOPERSTOWN    ,USA,NY,,
66743,PIEDRAS NEGRAS ,MX,,,
66750,Monterrey,MX,,,
66772,Oaxaca,MX,,,
66779,Yangyang,KS,,,
66791,EAST GLACIER   ,USA,MT,,
66814,JUNEAU         ,USA,AK,,
66832,Anderson,USA,IN,,
66902,"Buttles Farm, Churchinford, UK",UK,,,
66904,PARK CITY      ,USA,UT,,
66908,QUEENSLAND     ,AS,,,
66917,CAROLINA       ,,PR,,
66921,ALDAMA,MX,,,
66966,ADJUNTAS       ,,PR,,
66976,SVARSTAD       ,NO,,,
66979,Ibiza,SP,,,
66989,FREDONIA       ,USA,AZ,,
66991,Mitu,CO,,,
66994,NARITA,JA,,,
67002,KANSAS CITY    ,USA,MO,,
67003,EGEGIK         ,USA,AK,,
67004,LARAMIE        ,USA,WY,,
67005,MIAMI          ,USA,FL,,
67042,SINES,PO,,,
67064,GLENWOOD SPRING,USA,CO,,
67079,Lyon Bron,FR,,,
67124,,SA,,,
67127,NOGALES        ,MX,,,
67146,SAO PAULO      ,BR,,,
67154,Tocumen,PM,,,
67229,NIAGARA FALLS  ,CA,,,
67234,WAINWRIGHT     ,USA,AK,,
67242,BELLINGHAM     ,USA,WA,,
67252,PORT ALSWORTH  ,USA,AK,,
67261,NORFOLK        ,USA,NE,,
67280,HAYWARD        ,USA,CA,,
67301,NEWCOMB        ,USA,NY,,
67311,LOS ANGELES    ,USA,CA,,
67315,PALMDALE       ,USA,CA,,
67351,BIMINI         ,BF,,,
67353,WHITTIER       ,USA,AK,,
67356,Keongbuk,KS,,,
67368,KAMUELA        ,USA,HI,,
67394,NEAR NUIQSUT   ,USA,AK,,
67405,JeJu International Airport,KS,,,
67407,ORLANDO        ,USA,FL,,
67434,Windhoek,WA,,,
67436,AMBERGRS,BH,,,
67456,Shanghai,CH,,,
67513,CLEVELAND      ,USA,OH,,
67555,IRON MOUNTAIN  ,USA,MI,,
67583,JUNEAU         ,USA,AK,,
67596,MILWAUKEE      ,USA,WI,,
67621,PETERBOROUGH   ,CA,,,
67635,Bribie Island,AS,,,
67642,Lugo Di Romagna,IT,,,
67656,CEDAR RAPIDS   ,USA,IA,,
67658,STANLEY        ,USA,ID,,
67680,OKLAHOMA CITY  ,USA,OK,,
67685,Istanbul,TU,,,
67692,SEATTLE        ,USA,WA,,
67697,POINT HOPE     ,USA,AK,,
67711,HILO           ,USA,HI,,
67719,JUNEAU         ,USA,AK,,
67724,JAMAICA        ,USA,NY,,
67783,PANAMA CITY    ,USA,FL,,
67802,Cadiz,SP,,,
67841,SAN JOSE       ,USA,CA,,
67843,LOCKERBIE      ,UK,,,
67884,LINNEUS        ,USA,ME,,
67904,INDIAN TRAIL   ,USA,NC,,
67947,COPAN          ,USA,OK,,
67953,PILOT STATION  ,USA,AK,,
67958,Almaty,KZ,,,
67974,CHANTILLY      ,USA,VA,,
67997,MINNEAPOLIS    ,USA,MN,,
68003,MIAMI          ,USA,FL,,
68013,Bristol,UK,,,
68083,DENVER         ,USA,CO,,
68088,MARSHALL       ,USA,AK,,
68107,Sekowice,PL,,,
68157,Ciudad Victoria,MX,,,
68186,HONOLULU       ,USA,HI,,
68228,GREENVILLE     ,USA,ME,,
68251,JAMAICA        ,USA,NY,,
68256,Rheindelden,GE,,,
68262,LESTER         ,USA,WA,,
68266,PORTLAND       ,USA,OR,,
68267,Ogawa Village,JA,,,
68375,San Salvador,ES,,,
68411,ALMA-ATA       ,KZ,,,
68416,EAST CAMERON 71,,GM,,
68436,ANACORTES      ,USA,WA,,
68473,HOBART BAY     ,USA,AK,,
68477,TETERBORO      ,USA,NJ,,
68479,SAN ANTONIO    ,USA,TX,,
68515,MARTINSBURG    ,USA,WV,,
68537,KOYUKTOLIK     ,USA,AK,,
68557,Wuppertal-Langerfeld,GE,,,
68573,STEINS         ,USA,NM,,
68585,DFW AIRPORT    ,USA,TX,,
68592,FAREWELL       ,USA,AK,,
68596,HICKORY        ,USA,NC,,
68643,TUNUNAK        ,USA,AK,,
68644,LONG ISLAND    ,USA,AK,,
68646,Toledo,SP,,,
68677,THERIOT        ,USA,LA,,
68680,SPRINGERVILLE  ,USA,AZ,,
68684,LIHUE          ,USA,HI,,
68728,SAN JOSE       ,CS,,,
68729,CAHOKIA        ,USA,IL,,
68740,Athboy,EI,,,
68743,Cochabamba,BL,,,
68757,"Bastia, Corsica",,,,
68768,MIAMI          ,USA,FL,,
68792,COLUMBIA       ,USA,TN,,
68803,Stansted,UK,,,
68825,TONOPAH        ,USA,NV,,
68830,OKLAHOMA CITY  ,USA,OK,,
68884,Diyarbakir,TU,,,
68907,SAO PAULO      ,BR,,,
68916,AKIACHAK       ,USA,AK,,
68919,TOGIAK RIVER   ,USA,AK,,
68948,CARIBBEAN      ,,CB,,
69015,Moulins,FR,,,
69018,TUCSON         ,USA,AZ,,
69022,GALENA         ,USA,AK,,
69037,GRANTS         ,USA,NM,,
69123,Miami,USA,FL,,
69173,MONROE         ,USA,MI,,
69198,PHOENIX        ,USA,AZ,,
69221,SAND POINT     ,USA,AK,,
69264,Kisangani,CF,,,
69282,ORLANDO        ,USA,FL,,
69289,FRAZIER PARK   ,USA,CA,,
69295,ANCHORAGE      ,USA,AK,,
69309,London,UK,,,
69311,LONG ISLAND    ,USA,NY,,
69317,Abram Lake,CA,,,
69319,MYTON          ,USA,UT,,
69425,ATLANTIC CITY  ,USA,NJ,,
69482,JAMAICA        ,USA,NY,,
69513,SCOTTSVILLE    ,USA,VA,,
69516,Veberod,SW,,,
69544,ORLANDO        ,USA,FL,,
69555,CUENCA         ,EC,,,
69611,COLORADO SPGS  ,USA,CO,,
69629,DENALI NAT'L PK,USA,AK,,
69641,JOHNSTOWN      ,USA,PA,,
69651,PALOS VERDES   ,USA,CA,,
69685,KEELUNG        ,TW,,,
69687,CHEVAK         ,USA,AK,,
69688,WHITEFIELD     ,USA,NH,,
69692,NOME           ,USA,AK,,
69706,CHICAGO        ,USA,IL,,
69747,,TW,,,
69787,Freetown,SL,,,
69800,GRAND CANYON   ,USA,AZ,,
69811,La Macarena,CO,,,
69814,MIAMI          ,USA,FL,,
69866,CALI           ,CO,,,
69873,LITTLE ROCK    ,USA,AR,,
69876,Richmond Hill,CA,,,
69878,BETHEL         ,USA,AK,,
69884,Guatemala City,GT,,,
69894,GRAND CANYON   ,USA,AZ,,
69940,GRAND MARAIS   ,USA,MN,,
69951,BEND           ,USA,OR,,
69954,Milpillas,MX,,,
69986,HOMER          ,USA,AK,,
69989,DELTA JUNCTION ,USA,AK,,
70035,DENVER         ,USA,CO,,
70039,La Veriente,BL,,,
70060,MIDLAND        ,USA,TX,,
70065,DAVIS          ,USA,CA,,
70118,PINE SPRING    ,USA,TX,,
70120,Port Harcourt,NI,,,
70125,NEAR KOTZEBUE  ,USA,AK,,
70133,GREEN CANYON172,,GM,,
70179,VALDEZ         ,USA,AK,,
70194,LAHAINA        ,USA,HI,,
70199,EVART          ,USA,MI,,
70239,GIRDWOOD       ,USA,AK,,
70317,TUTNA LAKE     ,USA,AK,,
70320,HIGH ISLAND 467,,GM,,
70321,ST THOMAS      ,,VI,,
70337,KETCHIKAN      ,USA,AK,,
70387,Bogota,CO,,,
70418,JOPLIN         ,USA,MO,,
70428,Peterborough,UK,,,
70436,SOUTHERN THAILA,TH,,,
70471,Narrandera,AS,,,
70484,DARRINGTON     ,USA,WA,,
70492,SUNFLOWER      ,USA,AZ,,
70516,CASPER         ,USA,WY,,
70540,Santo Domingo,VE,,,
70581,HOLLAND        ,USA,MI,,
70598,EL PASO        ,USA,TX,,
70623,GLENNALLEN     ,USA,AK,,
70624,"Sarmi, Papua",ID,,,
70629,HAMILTON TWP.  ,USA,NJ,,
70631,DENVER         ,USA,CO,,
70671,QUINHAGAK      ,USA,AK,,
70758,DUCHESNE       ,USA,UT,,
70775,HOUSTON        ,USA,TX,,
70789,COVINGTON      ,USA,KY,,
70798,ST. LOUIS      ,USA,MO,,
70801,BOSTON         ,USA,MA,,
70815,MEEKER         ,USA,CO,,
70816,KANSAS CITY    ,USA,MO,,
70829,BIG SUR        ,USA,CA,,
70850,FORT LAUDERDALE,USA,FL,,
70891,"Wentworth, Australia",AS,,,
70902,BOSTON         ,USA,MA,,
70924,CLEVELAND      ,USA,OH,,
70953,Rio De Janiero,BR,,,
70968,Wichita,USA,KS,,
70970,ONEONTA        ,USA,NY,,
70986,WALKERS CAY    ,BF,,,
70989,GREAT BEND     ,USA,ND,,
71010,Tripoli,LY,,,
71017,Stuttgart,GE,,,
71070,WANGANUI       ,NZ,,,
71085,UTOPIA         ,USA,TX,,
71098,Kahramanmaras City,TU,,,
71101,BIG RAPIDS     ,USA,MI,,
71111,"Northland, New Zealand",NZ,,,
71113,NINILCHIK      ,USA,AK,,
71132,CROSBYTON      ,USA,TX,,
71155,ST. PAUL       ,USA,MN,,
71169,HOLLYWOOD      ,USA,FL,,
71200,Perm,RS,,,
71214,LINCOLN        ,USA,RI,,
71225,UTICA          ,USA,NY,,
71244,BIARRITZ ,FR,,,
71271,EEK            ,USA,AK,,
71276,SANTA ANA      ,USA,CA,,
71297,SALISBURY      ,USA,MD,,
71347,EEL RIVER CROSS,CA,,,
71364,DILLINGHAM     ,USA,AK,,
71367,Pisa Flores,MX,,,
71378,CHARLOTTE      ,USA,NC,,
71385,ATLANTA        ,USA,GA,,
71419,BILLINGS       ,USA,MT,,
71421,PremierGameFarm,SF,,,
71429,Stadtlohn-Wenningfeld,GE,,,
71434,IOWA           ,USA,IA,,
71492,Valencia,SP,,,
71524,FUNTER BAY     ,USA,AK,,
71533,ALEKNAGIK      ,USA,AK,,
71535,SABA ISLAND    ,NT,,,
71553,JACKSONVILLE   ,USA,FL,,
71557,ALBANY         ,USA,NY,,
71628,"Roma, Australia",AS,,,
71640,LANTANA        ,USA,FL,,
71642,HONOLULU       ,USA,HI,,
71658,CHICAGO        ,USA,IL,,
71676,DENVER         ,USA,CO,,
71685,ROCK SOUND     ,BF,,,
71701,CORSICANA      ,USA,TX,,
71733,SILVER SPRINGS ,USA,FL,,
71734,NEWARK         ,USA,NJ,,
71743,La Junta,CI,,,
71777,YUBA CITY      ,USA,CA,,
71796,KODIAK         ,USA,AK,,
71811,MADISON        ,USA,WI,,
71814,Cape Town,SF,,,
71825,DENVER         ,USA,CO,,
71848,Cranves-Sales,FR,,,
71856,GRAND CANYON   ,USA,AZ,,
71874,SAN BLAS,PM,,,
71941,Toluca,MX,,,
71960,DILLINGHAM     ,USA,AK,,
71963,ATLANTIC OCEAN ,,AO,,
72012,Jeju Island,KS,,,
72019,Manzanillo,MX,,,
72024,MISSOULA       ,USA,MT,,
72031,Tel Aviv,IS,,,
72082,EKWOK          ,USA,AK,,
72084,GOLDEN MEADOW  ,USA,LA,,
72125,OAK CREEK      ,USA,WI,,
72142,POTSDAM        ,USA,NY,,
72168,COLUMBUS       ,USA,OH,,
72201,JACKSONVILLE   ,USA,FL,,
72204,MCCALL         ,USA,ID,,
72214,CORPUS CHRISTI ,USA,TX,,
72221,LOS ANGELES    ,USA,CA,,
72230,VANDALIA       ,USA,OH,,
72239,Manaus,BR,,,
72273,Novalato,MX,,,
72274,Kastire,LG,,,
72282,SAN JUAN       ,,PR,,
72299,SAN ANTONIO    ,USA,TX,,
72347,LONDON,UK,,,
72364,GRAND ISLE B43Q,,GM,,
72383,NEW YORK       ,USA,NY,,
72386,DEADHORSE      ,USA,AK,,
72415,WESTON         ,USA,CO,,
72467,MILWAUKEE      ,USA,WI,,
72474,JANESVILLE     ,USA,WI,,
72487,,DR,UN,,
72489,WEST PALM BCH  ,USA,FL,,
72493,ATHENS         ,USA,LA,,
72547,NEW ORLEANS    ,USA,LA,,
72567,Jeonnam,KS,,,
72572,POHANG         ,KS,,,
72587,Puerto Ordaz,VE,,,
72602,SALISBURY      ,USA,MD,,
72640,Mexico City,MX,,,
72663,YIPSILANTI     ,USA,MI,,
72678,PITTSBURGH     ,USA,PA,,
72723,Bintutu,MY,,,
72737,Tamoyo,DR,,,
72756,ALLAKAKET      ,USA,AK,,
72790,DARLINGTON     ,USA,SC,,
72797,SAYRE          ,USA,PA,,
72810,WASHINGTON     ,USA,DC,,
72827,SAN FRANCISCO  ,USA,CA,,
72859,SKAGWAY        ,USA,AK,,
72883,HOOPER BAY     ,USA,AK,,
72902,PELICAN        ,USA,AK,,
72904,ORLANDO        ,USA,FL,,
72907,Philadelphia,USA,PA,,
72921,SINCLAIR ISLAND,USA,WA,,
72924,,FJ,,,
73031,Buenos Aires,AR,,,
73083,STANIEL CAY    ,BF,,,
73099,ALMATY,KZ,,,
73126,Lake Peten Izta,GT,,,
73146,Teisendorf,GE,,,
73163,GREENBUSH      ,USA,MN,,
73168,LA JOLLA       ,USA,CA,,
73170,SWANTON        ,USA,OH,,
73205,AMSTERDAM      ,NL,,,
73222,Culiacan,MX,FN,,
73243,SAMAL ISLAND   ,RP,,,
73252,NAPAKIAK       ,USA,AK,,
73289,SYRACUSE       ,USA,NY,,
73349,Valdivia,CI,,,
73399,AUGUSTA        ,USA,ME,,
73404,RATON          ,USA,NM,,
73429,FLUSHING       ,USA,NY,,
73466,HYANNIS        ,USA,MA,,
73475,CANTWELL       ,USA,AK,,
73476,GUAYAQUIL      ,EC,,,
73478,PETERSON       ,USA,AL,,
73479,LIBERTY        ,USA,MO,,
73482,ATLANTA        ,USA,GA,,
73499,BAYROUTH,GE,,,
73538,MISSOULA       ,USA,MT,,
73559,NEW ORLEANS    ,USA,LA,,
73603,PORT HEIDEN    ,USA,AK,,
73633,HUTCHINSON     ,USA,KS,,
73673,Fort Lauderdale,USA,FL,,
73709,LIBREVILLE     ,GB,,,
73717,MOUNTAIN VIEW  ,USA,WY,,
73721,MIDDLETOWN     ,USA,PA,,
73771,SELAWIK        ,USA,AK,,
73796,COVINGTON      ,USA,KY,,
